rainfall_24h,rainfall_7d,temperature,humidity,wind_speed,elevation,river_proximity,flood_history_freq,soil_saturation_idx,population_density,risk_level
10.84,62.11,39.1,40.1,27.7,62.4,3.19,0.414,0.124,9984.0,1
36.84,157.64,26.6,77.3,0.9,245.6,17.51,0.193,0.315,730.0,0
7.96,48.04,17.2,56.1,10.0,128.5,1.8,0.386,0.096,4972.0,0
9.15,39.5,31.6,49.0,7.4,87.7,6.53,0.364,0.079,2295.0,0
4.73,34.31,38.1,80.4,6.4,284.7,9.27,0.386,0.069,1658.0,0
5.36,25.66,35.4,42.1,2.3,78.3,1.86,0.294,0.051,3017.0,0
15.12,113.24,8.4,76.5,11.0,118.2,1.0,0.481,0.226,2816.0,1
1.77,11.87,18.6,71.7,8.8,27.8,2.68,0.211,0.024,11707.0,1
23.46,83.47,39.4,45.2,23.6,50.2,3.5,0.47,0.167,430.0,1
54.21,429.92,38.3,60.1,13.4,296.5,0.66,0.317,0.86,369.0,2
15.03,94.45,40.9,86.3,31.1,99.6,8.34,0.368,0.189,302.0,0
24.72,126.13,29.8,44.6,20.9,287.3,1.58,0.264,0.252,1740.0,1
25.53,104.69,26.3,94.1,6.3,10.0,3.64,0.442,0.209,112.0,2
15.12,97.41,25.3,42.2,13.2,10.0,1.54,0.398,0.195,3319.0,1
39.19,147.49,27.3,40.1,1.1,201.7,1.4,0.201,0.295,2848.0,1
35.32,192.46,31.5,92.4,4.6,50.6,1.42,0.044,0.385,6921.0,1
18.94,147.02,32.5,67.3,15.4,443.0,7.37,0.119,0.294,614.0,0
10.49,73.75,26.5,76.7,26.2,58.8,6.93,0.467,0.147,437.0,1
27.07,212.93,31.6,42.7,1.9,144.8,39.23,0.192,0.426,490.0,1
20.35,100.16,25.4,50.3,32.8,414.5,9.92,0.189,0.2,745.0,0
85.89,608.41,31.6,86.2,44.1,183.9,0.84,0.721,1.0,2837.0,3
17.47,94.77,33.4,56.4,5.3,415.1,5.04,0.579,0.19,9047.0,0
40.23,190.74,16.6,66.4,33.0,57.3,8.1,0.061,0.381,343.0,1
22.93,83.16,18.1,61.3,24.3,54.0,3.4,0.367,0.166,1497.0,1
20.16,133.38,12.5,81.5,54.2,10.0,1.89,0.227,0.267,100.0,1
11.38,75.89,20.7,77.1,1.3,73.5,3.2,0.313,0.152,1040.0,0
43.1,193.87,26.9,96.1,9.1,103.2,0.36,0.329,0.388,1374.0,1
10.77,57.13,36.9,79.6,22.4,408.9,3.05,0.212,0.114,1530.0,0
88.72,353.01,40.0,69.0,10.6,216.5,8.43,0.333,0.706,338.0,1
47.01,284.28,33.7,42.3,14.2,18.8,6.2,0.475,0.569,1852.0,2
14.2,45.58,37.7,57.9,3.4,27.3,3.75,0.265,0.091,916.0,1
24.08,97.55,38.9,86.8,3.4,189.7,5.16,0.287,0.195,556.0,1
3.43,22.18,31.4,66.4,31.6,29.6,1.51,0.337,0.044,1882.0,1
39.32,299.29,27.2,79.9,2.9,284.2,0.1,0.387,0.599,381.0,2
5.68,34.35,38.3,68.4,10.0,266.3,4.76,0.112,0.069,966.0,0
4.34,28.31,25.6,86.4,2.0,210.4,16.28,0.317,0.057,1952.0,0
9.05,38.23,31.2,48.5,2.8,172.1,1.28,0.315,0.076,708.0,0
38.07,132.98,30.4,55.2,2.2,124.6,6.33,0.254,0.266,1958.0,0
6.66,49.09,40.8,62.0,0.9,15.6,2.73,0.458,0.098,227.0,1
3.69,23.76,25.1,97.8,5.6,10.0,6.64,0.337,0.048,6856.0,0
29.84,135.28,33.5,44.1,35.4,261.0,7.35,0.245,0.271,789.0,0
14.16,86.68,22.6,91.3,4.0,117.4,4.85,0.224,0.173,2676.0,1
20.27,85.27,30.1,53.1,6.7,312.1,6.71,0.372,0.171,4430.0,0
8.37,25.4,25.6,57.8,9.6,38.0,8.19,0.458,0.051,9529.0,0
5.24,31.1,26.9,85.5,8.3,27.3,10.28,0.644,0.062,1618.0,1
1.65,6.29,23.0,95.7,12.5,201.5,2.79,0.176,0.013,3122.0,0
28.36,164.62,25.1,73.5,0.3,115.0,7.05,0.225,0.329,3220.0,0
5.84,43.94,30.5,45.1,2.5,77.3,12.61,0.025,0.088,100.0,0
20.1,81.47,27.5,97.2,17.7,176.1,1.95,0.201,0.163,2105.0,1
12.6,75.18,36.2,92.0,26.9,111.2,5.22,0.59,0.15,1086.0,0
61.78,451.16,21.8,44.4,0.7,189.4,0.18,0.406,0.902,2214.0,3
19.54,86.34,29.3,63.6,12.0,189.3,7.36,0.172,0.173,1948.0,0
0.2,0.94,27.3,85.7,8.7,605.5,1.25,0.041,0.002,3360.0,0
85.25,406.82,29.4,43.3,3.3,456.3,6.01,0.19,0.814,5838.0,2
9.97,31.1,24.6,88.6,20.8,200.6,14.0,0.398,0.062,2369.0,0
18.73,74.38,34.4,81.7,23.1,379.9,0.72,0.37,0.149,2094.0,0
11.6,83.35,22.1,48.9,0.7,43.5,11.2,0.205,0.167,733.0,0
17.71,141.38,36.4,77.4,20.9,42.7,3.78,0.441,0.283,4432.0,1
57.27,433.9,22.2,51.3,24.2,108.0,12.42,0.418,0.868,1947.0,2
1.75,8.25,29.8,42.8,6.3,208.8,3.66,0.193,0.017,1359.0,0
2.39,17.11,29.6,75.0,12.6,127.1,1.32,0.231,0.034,2791.0,1
3.74,19.18,28.8,97.6,1.4,180.3,12.58,0.243,0.038,11503.0,0
10.84,45.04,27.3,80.3,11.9,258.3,3.34,0.234,0.09,173.0,0
14.09,79.34,33.8,52.3,19.2,109.5,6.78,0.15,0.159,898.0,0
82.34,459.36,26.1,83.9,0.0,216.9,0.82,0.2,0.919,5136.0,2
43.81,285.59,20.7,44.4,9.9,146.4,13.45,0.227,0.571,711.0,1
28.81,113.74,26.8,90.2,1.7,156.8,1.61,0.152,0.227,515.0,1
4.36,27.0,39.6,47.9,2.4,79.6,2.57,0.641,0.054,1262.0,1
6.04,45.61,35.2,41.9,4.0,84.8,5.57,0.25,0.091,4395.0,0
16.0,100.14,24.7,62.6,22.9,479.9,4.23,0.603,0.2,3219.0,1
13.72,41.66,35.9,55.0,0.6,329.2,18.71,0.343,0.083,3140.0,0
80.07,324.19,31.3,65.8,56.4,104.6,2.15,0.356,0.648,2139.0,1
4.31,18.53,29.8,87.4,22.1,123.0,6.53,0.339,0.037,1487.0,0
21.34,111.04,22.9,48.9,11.0,540.5,3.84,0.288,0.222,1680.0,0
3.78,16.37,35.5,57.1,2.6,63.5,0.53,0.301,0.033,7074.0,1
6.58,29.45,32.5,78.0,19.0,171.9,18.69,0.4,0.059,9270.0,0
6.12,26.19,25.5,40.3,6.2,135.1,6.11,0.223,0.052,950.0,0
0.89,5.41,36.9,43.4,10.6,96.1,3.23,0.108,0.011,663.0,0
40.28,188.04,29.7,44.7,11.4,72.4,2.42,0.086,0.376,4368.0,1
39.26,302.16,39.8,57.3,17.1,14.2,6.47,0.059,0.604,1219.0,1
8.75,46.65,28.9,61.4,8.5,109.8,5.0,0.19,0.093,6350.0,0
14.6,111.7,27.7,93.4,37.8,678.7,0.9,0.344,0.223,6687.0,1
2.77,10.05,31.7,47.8,3.7,275.1,1.61,0.574,0.02,1155.0,0
0.54,2.7,29.1,58.7,12.7,10.0,6.21,0.559,0.005,6777.0,1
8.55,60.36,22.4,90.8,11.9,184.5,13.86,0.249,0.121,1057.0,0
7.75,30.46,17.0,63.8,2.0,127.1,5.63,0.139,0.061,239.0,0
8.58,55.73,23.7,42.6,18.6,265.1,16.57,0.325,0.111,4289.0,0
7.45,32.1,22.3,64.0,0.0,38.9,0.68,0.391,0.064,4076.0,1
29.58,97.82,34.4,94.4,20.6,66.4,4.59,0.307,0.196,209.0,1
16.68,68.22,22.9,76.7,3.6,24.8,3.94,0.254,0.136,6514.0,1
4.94,19.71,28.9,61.0,14.8,143.4,3.29,0.194,0.039,5426.0,0
8.04,60.8,19.7,46.4,20.4,173.2,2.22,0.37,0.122,2781.0,0
6.94,31.05,20.2,65.8,1.4,10.0,6.66,0.17,0.062,1137.0,0
0.93,3.79,33.5,86.7,15.0,50.8,6.77,0.331,0.008,489.0,0
6.73,38.32,24.4,66.4,35.7,392.8,0.3,0.648,0.077,223.0,0
12.6,38.89,27.0,72.6,14.7,794.9,0.21,0.134,0.078,790.0,1
14.44,59.07,27.5,91.8,0.2,10.0,4.73,0.305,0.118,2951.0,1
9.32,54.28,31.7,88.6,2.2,10.0,7.79,0.374,0.109,648.0,0
52.81,164.89,34.4,58.7,2.1,10.0,5.16,0.27,0.33,971.0,1
6.8,44.49,25.0,71.4,1.2,10.0,0.1,0.296,0.089,2174.0,1
5.77,30.64,35.2,71.3,20.0,374.1,34.38,0.384,0.061,8866.0,0
56.79,422.77,36.3,94.8,0.2,761.5,2.28,0.208,0.846,123.0,2
2.6,18.68,31.9,54.4,26.0,127.1,6.03,0.571,0.037,1490.0,0
8.44,35.46,32.7,42.0,19.5,53.2,4.67,0.19,0.071,1754.0,0
8.08,33.34,27.1,60.1,34.1,30.8,4.39,0.251,0.067,1997.0,0
3.77,27.69,25.1,65.1,49.5,175.2,0.74,0.29,0.055,8113.0,0
14.28,54.63,27.2,82.7,13.9,385.8,2.47,0.12,0.109,7549.0,0
12.15,81.75,25.8,93.5,13.2,257.0,2.26,0.527,0.164,2354.0,0
22.49,139.1,35.9,88.8,2.4,71.5,1.11,0.109,0.278,1652.0,1
9.65,40.79,32.7,59.9,10.3,56.9,7.64,0.087,0.082,2724.0,0
35.51,204.1,26.6,95.3,13.8,217.3,1.8,0.264,0.408,728.0,1
108.44,566.1,17.8,73.1,10.5,325.1,1.55,0.421,1.0,3100.0,3
6.2,44.0,20.7,67.7,12.4,288.3,2.15,0.292,0.088,280.0,0
0.05,0.29,33.9,60.1,8.4,113.8,5.3,0.144,0.001,3669.0,0
13.89,77.53,28.5,68.9,3.5,887.8,10.03,0.108,0.155,5168.0,0
13.96,95.49,30.9,97.7,4.7,25.9,2.58,0.278,0.191,2998.0,1
26.44,139.23,39.5,88.7,16.2,758.8,8.57,0.35,0.278,2494.0,0
2.55,19.6,32.6,96.6,4.4,238.2,1.14,0.103,0.039,1271.0,0
41.13,181.59,27.9,44.3,7.3,87.9,0.87,0.059,0.363,650.0,1
8.12,30.55,27.7,41.6,17.0,10.0,12.68,0.036,0.061,6059.0,0
68.84,522.54,37.6,62.9,2.2,142.9,2.06,0.23,1.0,3490.0,2
32.43,220.67,29.9,55.5,2.4,161.6,15.41,0.05,0.441,8810.0,1
65.53,257.88,29.2,59.5,9.8,577.9,5.88,0.384,0.516,3321.0,1
105.79,402.56,31.6,75.8,4.3,37.0,4.1,0.14,0.805,4363.0,2
33.46,129.66,27.5,96.7,6.0,214.7,4.44,0.093,0.259,3562.0,0
2.55,12.72,27.7,53.4,3.8,25.3,5.24,0.281,0.025,1156.0,0
20.93,134.77,38.0,41.8,4.4,316.4,13.96,0.364,0.27,155.0,0
11.95,70.1,31.1,98.8,7.7,73.3,0.82,0.403,0.14,6198.0,1
0.47,2.77,26.3,83.0,5.6,35.6,4.31,0.16,0.006,4037.0,1
12.11,84.05,19.4,51.6,2.5,218.5,2.63,0.09,0.168,1643.0,0
1.23,8.06,26.1,51.0,2.9,23.1,4.51,0.096,0.016,1494.0,0
10.81,77.04,27.1,47.8,2.1,50.8,4.01,0.471,0.154,976.0,0
12.55,52.47,27.9,84.2,3.8,480.6,0.92,0.13,0.105,159.0,0
3.87,19.23,32.0,82.7,25.3,129.9,1.0,0.342,0.038,424.0,1
0.11,0.39,27.2,50.6,23.6,381.6,1.19,0.258,0.001,3245.0,0
20.41,103.56,32.0,92.5,12.1,276.8,4.43,0.281,0.207,4159.0,0
85.38,647.36,37.9,72.0,7.4,86.7,11.11,0.42,1.0,289.0,2
12.35,43.88,35.9,51.0,1.5,55.5,1.53,0.204,0.088,1189.0,1
17.79,83.79,17.8,75.0,1.2,465.9,1.38,0.264,0.168,512.0,1
1.26,7.74,40.6,85.6,9.6,22.3,1.4,0.336,0.015,778.0,1
12.37,87.4,26.0,70.0,70.4,73.6,3.4,0.231,0.175,1410.0,1
4.78,23.06,22.3,59.8,4.0,997.3,2.45,0.195,0.046,5805.0,0
9.56,54.62,21.8,41.7,23.1,696.9,7.34,0.073,0.109,8301.0,0
29.0,159.65,29.4,87.0,1.8,13.2,0.86,0.3,0.319,3468.0,2
27.46,159.09,34.9,57.2,9.9,764.7,17.11,0.475,0.318,2721.0,0
5.91,22.7,30.4,62.9,11.3,20.5,4.24,0.261,0.045,4089.0,0
3.45,18.4,21.6,64.3,45.5,59.9,3.39,0.056,0.037,9175.0,0
13.2,102.23,27.6,96.7,36.7,435.6,0.19,0.423,0.204,4452.0,1
15.64,123.51,20.1,60.8,20.0,215.2,7.53,0.167,0.247,297.0,0
7.57,47.65,28.8,72.7,64.1,439.7,5.67,0.203,0.095,4672.0,0
24.75,114.85,38.1,57.8,17.5,168.2,2.85,0.234,0.23,846.0,0
38.67,267.44,22.1,89.0,68.8,276.3,0.17,0.193,0.535,4142.0,1
10.37,32.79,21.0,41.2,2.8,49.1,3.57,0.369,0.066,4760.0,1
61.23,449.63,23.7,43.9,2.7,174.0,1.32,0.133,0.899,463.0,2
1.75,13.72,17.8,71.5,1.0,380.0,3.08,0.176,0.027,1618.0,0
36.39,122.85,21.8,46.9,4.1,118.0,7.8,0.509,0.246,587.0,0
4.64,36.94,20.5,45.1,17.8,142.0,0.86,0.09,0.074,7394.0,0
6.21,20.97,39.1,87.3,24.9,977.1,0.46,0.058,0.042,216.0,0
21.24,141.55,28.6,42.5,1.5,304.3,2.9,0.397,0.283,4719.0,0
90.24,331.48,19.8,92.8,4.4,87.2,0.77,0.298,0.663,430.0,2
1.41,4.91,20.8,54.7,45.8,17.9,8.46,0.167,0.01,3638.0,0
23.18,109.19,23.9,88.5,41.8,121.5,0.45,0.201,0.218,9695.0,1
40.56,259.31,29.0,43.8,5.7,100.9,5.87,0.225,0.519,3222.0,1
20.46,139.83,32.6,57.2,17.4,44.6,7.07,0.183,0.28,863.0,1
21.02,67.54,32.1,79.9,1.1,215.8,13.34,0.078,0.135,771.0,0
13.73,46.23,24.5,42.3,1.0,44.6,1.63,0.245,0.092,1040.0,1
0.56,3.11,26.5,98.8,16.5,464.2,34.97,0.323,0.006,2795.0,0
9.8,37.63,24.5,66.5,1.3,400.6,0.24,0.165,0.075,360.0,1
17.61,64.18,28.7,78.4,12.2,163.9,6.78,0.076,0.128,1872.0,0
16.56,125.52,14.3,93.5,15.2,59.5,7.65,0.273,0.251,3023.0,0
7.44,37.4,23.9,93.0,2.2,117.3,1.86,0.107,0.075,4058.0,0
15.74,120.37,26.9,77.1,3.6,258.3,1.79,0.299,0.241,2280.0,0
1.18,6.2,22.0,60.9,3.0,71.3,0.61,0.21,0.012,2673.0,0
9.63,58.75,31.7,59.1,7.3,678.2,0.59,0.274,0.117,2626.0,0
4.78,25.42,35.6,67.2,2.8,41.7,11.5,0.439,0.051,245.0,0
43.3,289.4,33.5,74.6,16.8,132.8,1.29,0.197,0.579,12602.0,2
7.37,42.62,47.2,87.8,13.3,433.0,4.83,0.573,0.085,11110.0,0
6.14,22.88,28.4,46.3,5.4,1420.9,0.5,0.234,0.046,4182.0,0
41.57,244.39,26.5,73.0,7.4,13.6,4.27,0.563,0.489,815.0,2
10.19,46.72,30.6,65.1,1.8,43.6,3.56,0.287,0.093,403.0,0
2.23,13.42,39.5,62.3,7.5,157.7,0.41,0.38,0.027,2388.0,0
7.69,35.19,32.2,46.6,19.6,29.3,0.27,0.284,0.07,2716.0,1
14.48,108.02,23.7,99.7,3.0,10.0,2.64,0.238,0.216,583.0,1
6.13,40.47,29.3,68.5,21.3,133.3,4.06,0.338,0.081,1195.0,0
3.96,17.31,25.7,44.7,28.7,1017.5,3.04,0.516,0.035,10126.0,0
30.48,111.01,23.8,65.0,3.2,393.5,0.83,0.178,0.222,2067.0,1
7.18,54.34,30.8,44.1,4.5,723.3,1.31,0.234,0.109,3721.0,0
9.91,32.87,24.1,69.6,4.2,10.9,2.01,0.377,0.066,934.0,0
15.34,89.78,37.5,48.7,14.3,126.8,11.36,0.332,0.18,6242.0,1
7.19,43.92,31.0,96.4,6.5,285.0,1.89,0.288,0.088,454.0,0
17.86,123.26,28.4,84.3,0.9,154.7,1.41,0.173,0.247,709.0,1
8.94,46.99,29.6,65.2,16.7,83.1,5.44,0.171,0.094,1802.0,0
10.49,50.1,23.3,61.7,24.0,106.8,4.41,0.339,0.1,3691.0,0
36.64,134.28,20.0,84.2,11.5,461.9,6.57,0.348,0.269,7887.0,0
15.36,64.81,39.8,92.6,2.7,447.5,2.47,0.121,0.13,2132.0,0
69.42,486.23,28.2,62.9,2.7,302.4,23.0,0.353,0.972,4103.0,1
11.07,36.82,31.4,55.0,12.6,133.8,9.91,0.24,0.074,143.0,0
12.64,68.91,27.1,67.6,27.3,76.7,3.11,0.233,0.138,624.0,0
0.9,3.25,20.2,96.2,0.4,173.6,4.55,0.101,0.007,3338.0,0
14.26,102.58,30.6,73.3,5.6,27.8,2.87,0.309,0.205,2267.0,1
2.19,13.86,40.3,59.6,13.1,110.4,4.09,0.335,0.028,3677.0,0
26.77,156.04,19.9,46.6,25.2,153.8,0.61,0.356,0.312,216.0,1
6.94,50.92,32.7,82.5,13.0,23.2,6.21,0.245,0.102,2459.0,0
31.1,235.26,22.7,85.2,19.4,42.8,8.98,0.425,0.471,6570.0,1
16.32,78.66,35.4,91.2,28.0,181.9,3.24,0.35,0.157,161.0,0
8.15,29.98,20.8,88.0,9.3,258.4,0.1,0.258,0.06,116.0,0
23.92,135.9,36.8,73.2,0.1,364.7,2.16,0.153,0.272,7185.0,0
0.25,1.08,31.3,89.5,10.6,105.0,13.36,0.38,0.002,721.0,0
0.57,3.42,22.6,67.9,7.5,713.2,22.96,0.203,0.007,1784.0,0
6.44,20.91,36.7,51.6,7.9,95.6,1.11,0.278,0.042,8801.0,0
1.84,10.18,18.4,67.5,13.4,149.5,0.71,0.529,0.02,1686.0,1
2.54,7.98,23.2,74.9,3.7,372.8,3.14,0.199,0.016,8723.0,0
57.76,437.38,15.3,92.0,5.9,33.4,5.1,0.27,0.875,8035.0,2
2.55,12.16,25.2,61.0,2.5,219.7,0.96,0.12,0.024,497.0,0
27.39,174.53,21.3,87.1,0.5,978.6,8.81,0.246,0.349,2459.0,0
9.22,48.87,30.4,86.5,10.5,128.7,1.8,0.059,0.098,1258.0,0
7.77,41.87,29.1,79.9,0.9,286.6,0.68,0.438,0.084,556.0,0
25.23,88.11,36.6,72.2,18.6,189.9,2.76,0.206,0.176,9843.0,0
0.25,1.86,26.3,90.6,23.5,368.4,12.27,0.13,0.004,100.0,0
5.14,36.73,36.7,73.2,65.4,47.2,6.43,0.368,0.073,2355.0,0
17.32,127.18,37.7,91.6,27.5,253.7,3.47,0.353,0.254,455.0,0
5.91,30.95,30.5,99.2,12.8,355.7,1.53,0.358,0.062,289.0,0
41.71,186.96,18.6,70.9,17.2,17.9,10.21,0.231,0.374,1225.0,1
14.62,73.17,31.2,94.3,1.5,128.2,5.28,0.059,0.146,2638.0,0
41.19,245.07,34.6,43.1,9.8,91.9,1.15,0.129,0.49,3210.0,1
11.4,46.81,26.5,65.5,3.9,219.3,3.45,0.115,0.094,8176.0,0
3.81,16.63,15.5,97.8,2.8,315.9,1.9,0.2,0.033,2698.0,0
91.1,341.64,33.7,48.5,9.5,205.8,0.13,0.145,0.683,4028.0,2
16.57,127.91,28.7,41.1,4.1,106.5,4.37,0.251,0.256,3024.0,1
57.67,242.8,25.3,41.3,7.7,81.6,5.65,0.016,0.486,857.0,1
15.07,94.28,27.7,75.7,28.1,75.0,3.7,0.662,0.189,708.0,1
24.22,141.92,31.6,67.4,21.8,95.0,21.78,0.259,0.284,2613.0,0
20.64,75.06,17.2,88.1,37.2,17.2,1.88,0.019,0.15,1666.0,1
6.75,51.05,28.3,67.3,24.4,59.1,5.91,0.209,0.102,494.0,0
2.75,16.8,34.7,70.5,6.1,49.4,0.42,0.084,0.034,918.0,1
13.52,40.93,35.9,55.8,7.9,75.4,2.25,0.181,0.082,4737.0,0
9.97,40.82,21.2,47.7,0.4,29.7,9.74,0.124,0.082,1918.0,0
3.33,14.15,14.5,47.9,5.1,741.2,2.13,0.364,0.028,4508.0,0
4.23,23.19,26.8,48.9,4.7,131.8,0.11,0.13,0.046,2279.0,1
19.44,68.07,30.5,79.5,0.4,155.5,7.69,0.235,0.136,617.0,0
8.23,41.42,22.8,69.7,4.4,474.7,1.68,0.159,0.083,2360.0,0
19.5,116.82,25.0,74.7,22.5,135.0,8.88,0.526,0.234,3077.0,1
0.82,5.57,19.4,89.8,35.6,157.8,3.01,0.161,0.011,1396.0,0
0.12,0.96,23.2,41.9,1.7,179.0,0.32,0.391,0.002,9963.0,1
30.98,129.28,30.4,46.6,44.7,194.8,0.31,0.352,0.259,762.0,1
4.38,21.34,24.8,68.5,29.7,751.2,9.67,0.299,0.043,3381.0,0
21.97,125.55,21.5,63.9,20.1,10.0,3.89,0.339,0.251,8238.0,1
58.9,337.93,20.6,85.1,17.0,261.5,1.46,0.151,0.676,725.0,2
0.03,0.16,34.4,91.9,3.8,81.0,4.43,0.411,0.0,769.0,1
2.58,8.49,37.8,86.1,31.0,44.4,21.21,0.186,0.017,207.0,0
11.38,64.32,26.4,96.8,3.6,128.5,1.28,0.382,0.129,4160.0,0
20.22,107.04,13.6,77.2,7.8,31.9,0.56,0.293,0.214,375.0,1
20.61,104.5,25.7,96.3,22.4,62.4,3.13,0.066,0.209,5083.0,1
7.13,51.04,27.0,62.5,14.2,11.9,5.88,0.564,0.102,3042.0,1
12.47,61.49,25.8,50.5,10.7,123.1,4.89,0.201,0.123,4438.0,0
10.87,82.03,19.0,71.3,0.5,257.0,0.68,0.433,0.164,10381.0,1
56.21,304.71,25.1,64.6,16.4,107.8,0.21,0.089,0.609,8037.0,2
3.57,28.45,31.8,88.2,4.6,422.8,27.17,0.544,0.057,6502.0,0
0.08,0.37,32.7,51.7,13.9,282.2,3.44,0.486,0.001,100.0,0
18.29,95.55,29.0,98.6,23.2,275.3,5.15,0.137,0.191,3358.0,0
7.82,46.58,24.4,97.4,4.7,127.7,6.98,0.345,0.093,2298.0,0
8.24,58.38,28.1,66.8,7.8,31.5,0.86,0.239,0.117,8096.0,1
12.96,58.43,35.5,46.1,18.2,168.6,8.29,0.452,0.117,435.0,0
94.14,733.34,29.0,80.5,19.5,10.0,0.54,0.693,1.0,5707.0,3
54.49,434.2,27.6,85.8,1.2,410.3,10.84,0.154,0.868,1751.0,2
19.09,67.35,39.5,94.2,14.8,847.9,0.16,0.341,0.135,520.0,0
8.85,32.84,18.8,69.6,62.3,45.6,3.01,0.336,0.066,100.0,0
7.32,40.73,42.5,89.4,5.3,59.2,7.94,0.504,0.081,2782.0,0
1.58,11.13,30.7,57.4,28.4,187.6,2.18,0.401,0.022,522.0,0
5.17,37.15,26.3,81.7,34.2,81.7,4.66,0.195,0.074,3780.0,0
8.62,29.68,21.7,54.0,3.1,273.8,7.57,0.186,0.059,2834.0,0
4.83,22.63,26.1,65.3,40.8,255.2,0.42,0.036,0.045,3665.0,1
48.97,269.01,24.0,64.9,38.2,730.8,0.32,0.532,0.538,120.0,2
40.34,182.97,38.8,50.7,8.7,383.4,0.42,0.414,0.366,2442.0,1
15.6,113.7,35.2,61.8,2.9,121.6,3.45,0.225,0.227,2166.0,0
41.08,218.84,36.0,94.4,8.8,466.3,7.5,0.332,0.438,347.0,1
4.87,35.24,20.6,95.0,55.7,456.8,31.7,0.141,0.07,6278.0,0
13.92,96.11,34.2,76.2,18.6,192.0,0.99,0.046,0.192,792.0,1
1.56,9.3,14.6,74.0,1.1,576.4,1.74,0.325,0.019,954.0,0
52.83,236.65,20.6,87.7,2.6,39.3,3.05,0.332,0.473,2781.0,2
26.38,140.97,32.8,59.4,9.9,60.4,1.13,0.353,0.282,100.0,1
0.28,1.37,31.1,43.8,0.6,221.4,11.87,0.476,0.003,195.0,0
11.85,39.85,18.5,88.0,2.9,282.4,3.47,0.11,0.08,8013.0,0
66.67,494.76,18.6,64.6,6.5,26.5,0.18,0.327,0.99,1296.0,3
13.95,44.9,31.1,68.7,3.9,92.1,1.68,0.158,0.09,2105.0,0
10.74,82.01,26.8,49.8,3.4,163.2,2.15,0.064,0.164,2548.0,0
27.96,219.65,36.6,96.6,10.9,77.1,12.72,0.491,0.439,7027.0,1
5.75,37.21,21.2,95.4,27.6,44.2,1.91,0.568,0.074,4267.0,1
9.9,50.32,27.4,54.4,1.1,59.3,3.76,0.083,0.101,6799.0,0
27.99,178.69,19.8,42.8,16.2,130.1,16.29,0.398,0.357,1275.0,0
36.95,261.12,20.3,98.6,10.1,30.2,5.28,0.256,0.522,3415.0,1
34.27,157.42,29.7,48.2,16.8,41.0,0.26,0.105,0.315,4311.0,2
25.3,136.41,26.1,91.5,2.6,283.0,13.48,0.104,0.273,3085.0,0
36.44,284.37,26.0,96.2,9.5,153.3,6.88,0.121,0.569,459.0,1
73.06,401.02,30.6,67.7,46.8,140.5,3.65,0.113,0.802,5690.0,2
83.55,534.32,23.7,84.6,3.2,363.3,14.51,0.514,1.0,1933.0,2
15.17,69.47,26.4,68.5,1.0,115.3,0.42,0.518,0.139,1007.0,1
7.88,24.84,23.1,86.5,10.8,81.0,8.19,0.253,0.05,5326.0,0
62.31,234.79,28.6,99.6,12.8,213.6,6.92,0.206,0.47,1568.0,1
16.87,80.98,26.5,97.7,8.7,642.3,7.33,0.139,0.162,1043.0,0
1.64,11.7,26.7,47.2,16.2,170.2,12.6,0.622,0.023,755.0,0
29.22,90.39,26.5,86.7,11.2,550.5,29.61,0.07,0.181,314.0,0
23.99,187.59,33.7,66.3,15.9,104.4,6.16,0.071,0.375,1193.0,0
38.61,147.68,27.4,53.9,10.8,105.4,4.27,0.239,0.295,1522.0,0
32.45,180.61,27.0,77.8,19.1,207.3,0.63,0.101,0.361,129.0,1
2.39,14.97,30.1,65.8,7.1,47.0,0.97,0.019,0.03,1293.0,0
9.18,46.48,27.7,85.8,10.9,214.0,4.07,0.153,0.093,3371.0,0
32.52,234.3,21.6,81.4,16.1,116.3,5.13,0.158,0.469,5521.0,0
40.73,206.28,28.5,96.7,32.7,23.0,4.9,0.616,0.413,615.0,2
51.3,235.4,34.0,74.0,2.4,113.9,11.71,0.272,0.471,2056.0,1
30.96,167.82,35.6,56.5,2.9,425.8,2.16,0.166,0.336,1538.0,0
21.1,116.69,27.3,55.4,29.2,214.3,9.77,0.567,0.233,5018.0,0
1.22,5.0,36.0,79.8,17.1,60.9,0.1,0.189,0.01,4494.0,1
23.35,110.51,27.1,64.9,12.4,69.6,1.17,0.294,0.221,580.0,1
17.62,106.45,20.8,57.5,41.6,131.9,2.85,0.158,0.213,2715.0,1
38.13,267.62,30.7,94.1,11.3,310.1,0.26,0.308,0.535,1113.0,2
24.65,134.65,33.4,68.7,0.3,930.6,0.3,0.314,0.269,706.0,1
15.15,58.48,24.9,60.1,17.7,110.8,2.61,0.126,0.117,569.0,1
2.69,8.39,26.9,82.8,2.5,148.2,1.41,0.297,0.017,3851.0,1
64.58,434.99,33.4,69.5,4.1,65.4,6.66,0.177,0.87,5588.0,2
1.17,6.63,22.0,45.2,46.0,354.6,0.6,0.208,0.013,2734.0,0
12.67,69.73,35.2,57.5,7.4,167.8,14.69,0.105,0.139,1359.0,0
32.26,249.28,23.7,63.5,21.4,474.9,32.86,0.447,0.499,100.0,1
18.29,108.73,19.4,96.1,46.8,55.9,8.26,0.048,0.217,2182.0,1
32.89,120.58,22.9,91.8,38.4,131.7,2.77,0.298,0.241,1774.0,1
33.54,127.75,22.0,87.2,10.9,501.7,1.05,0.256,0.256,998.0,1
